contract_id,file_path,status,tokens_used,uptime_guarantee,response_time_sla,sla_breach_threshold,sla_measurement_period,penalty_uptime_breach,penalty_late_delivery,penalty_termination_fee,penalty_late_payment,penalty_data_breach,penalty_has_monetary,penalty_max_amount,penalty_currency,service_credit_cap,renewal_terms,termination_clause,liability_cap,governing_law,dispute_resolution,created_at
cuad_0459,data\cuad_raw\cuad_0459.txt,success,5584,,,,,,,"In the event Logan's terminates this Agreement pursuant to this Article 10, Logan's shall be entitled to a pro rata refund of amounts prepaid for the current calendar year, with no further obligations under this Agreement.",,,0,,,,,"Either party shall have the right to terminate this Agreement, subject to the following terms and conditions: (a) Either party (""the Terminating Party"") may terminate this Agreement upon prior written notice to the other party (the ""Defaulting Party"") upon the occurrence of any of the following conditions: (i) In the event that such party materially breaches this Agreement or materially defaults in the performance of any obligation hereunder and fails to cure said breach within 30 days of written notice to the Defaulting Party by the Terminating Party (ii) Immediately in the event that the Defaulting Party (including, for SRP, the Driver) commits any crime involving moral turpitude or otherwise commits any act or is involved in any situation bringing itself, the Terminating Party or the products of the Terminating Party into public hatred or contempt, or engages in conduct that shocks or insults the community or brings the Terminating Party, or its products into public disrespect, scandal or ridicule or (iii) In the event the LMSC series at NMS is canceled.",,This Agreement shall be constructed under and governed by the laws of the State of Tennessee.,,2026-05-16 14:55:29
cuad_0460,data\cuad_raw\cuad_0460.txt,success,6373,,,,,,,,,,0,,,,,"This Agreement shall automatically terminate at and as of (the first to occur of): (a) 12:00 midnight, New York City time, on the 30th day after the Effective Date (if Purchaser has not commenced the Offer, with the unanimous consent of the Sponsors, by then); (b) the expiration of the Offer (if the Offer is not consummated pursuant to the terms of the Offer), subject to any extension or subsequent offering period; and (c) the expiration of the Interim Period (if the Offer is consummated pursuant to the terms of the Offer), in any case, unless sooner terminated by unanimous written consent of the Participating Sponsors; provided, however, that any liability for failure to comply with this Agreement shall survive any such termination.",No party shall be entitled to recover lost profits or benefit of the bargain damages.,"This Agreement shall be governed by and construed in accordance with, the laws of the State of New York applicable to contracts executed in and to be performed in that State.",All actions arising out of or relating to this Agreement shall be heard and determined exclusively in any New York state or federal court sitting in the Borough of Manhattan of The City of New York.,2026-05-16 14:55:34
cuad_0461,data\cuad_raw\cuad_0461.txt,success,5956,,,,,,,,A five percent (5%) late fee will be added to all invoices which become past due and interest at a rate of twelve percent (12%) per annum will be charged on all balances not paid within thirty (30) days of the date they are due.,,1,,,,"This Agreement is noncancellable by either party except for termination in accordance with Paragraph 7, below, and may be mutually extended by written agreement of the parties.","FNW and Sponsor shall each have the right but not the obligation to terminate this Agreement upon forty-five (45) days prior written notice, without further liability except as otherwise provided by this Paragraph 7 if any of the following shall occur: (a) Damage to or destruction of the Kingdome to the extent that the Kingdome is closed for a period of greater than thirty (30) days, in which case the refund provisions of this Paragraph 7 shall apply. (b) The cancellation or termination of FNW's NFL franchise or the relocation of FNW's NFL franchise to a location more than 50 miles from Seattle, Washington. (c) The other party materially defaults in the performance of its material obligations under this Agreement and such other party fails to correct such breach within thirty (30) days of written notice.","In no event shall either party be liable for any special, incidental or consequential damages arising out of or in connection with this Agreement or the performance thereof. FNW's liability for any breach of this Agreement shall be strictly limited to refunding to Sponsor that portion of any consideration paid by Sponsor for which Sponsor has not received the rights granted to it herein.",This Agreement shall be deemed to have been made in the state of Washington and shall be construed in accordance with the laws of the state of Washington.,"Any controversy or claim arising out of or relating to this Agreement, including, but not limited to a claim based on or arising from an alleged tort will, at the request of any party be determined by arbitration in accordance with the Federal Arbitration Act (9 U.S.C. Section 1, et seq.) under the auspices and rules of the American Arbitration Association ('AAA'). The AAA will be instructed by either or both parties to prepare a list of judges who have retired from the Superior Court of the State of Washington, a higher Washington court or any federal court. 'Within 10 days of receipt of this list, each party may strike one name from the list. The AAA will then appoint an arbitrator from the name(s) remaining on the list. The arbitration will be conducted from Seattle, Washington. Any controversy in interpretation or enforcement of this provision or whether a dispute is arbitrable, will be determined by the arbitrators. Judgment upon the award rendered by the arbitrator(s) may be entered in any court having jurisdiction. The institution and maintenance of an action for judicial relief or in pursuit of an ancillary remedy, does not constitute a waiver of the right of any party, including the plaintiff, to submit the controversy or claim to arbitration.",2026-05-16 14:55:41
cuad_0462,data\cuad_raw\cuad_0462.txt,success,8477,,Sponsor will take all reasonable measures to correct any such errors or outages as soon as reasonably possible.,"In the event of three or more errors, failures or outages of the Content or the Co-Branded Area in any thirty (30) day period",in any thirty (30) day period,,,,,,0,,,,"Excite will offer Sponsor the right of first refusal to negotiate with Excite for renewal of this sponsorship. ... Commencing not later than [****] prior to the expiration of the term of the Agreement, Excite will negotiate with Sponsor in good faith with respect to the terms and conditions under which this Agreement would be renewed.","Either party may terminate this Agreement if the other party materially breaches its obligations hereunder and such breach remains uncured for thirty (30) days following the notice to the breaching party of the breach, with the following exceptions: ... In the event of three or more errors, failures or outages of the Content or the Co-Branded Area in any thirty (30) day period, Excite may elect to terminate this Agreement upon fifteen days written notice to Sponsor, unless Sponsor demonstrates to Excite's reasonable satisfaction before the expiration of the fifteen (15) day notice period that the cause(s) of the errors, failures or outages have been corrected ... In the event that Sponsor fails to meet these quality criteria, Excite may terminate this agreement on thirty (30) days written notice and enter into an other arrangements for the acquisition of similar content, unless Sponsor demonstrates to Excite's reasonable satisfaction before the expiration of the thirty (30) day notice period that the deficiencies in the Content have been corrected. ... If Excite fails to deliver the guaranteed number of Impressions on the Excite Site during the first year, Excite will use commercially reasonable efforts to 'make good' the shortfall. If Excite fails to 'make good' the shortfall within [****] following the first year end, Sponsor may terminate the Agreement in accordance with Section 11 (b).","IN NO EVENT WILL EITHER PARTY BE LIABLE TO THE OTHER FOR ANY SPECIAL, INCIDENTAL OR CONSEQUENTIAL DAMAGES, WHETHER BASED ON BREACH OF CONTRACT, TORT (INCLUDING NEGLIGENCE) OR OTHERWISE, WHETHER OR NOT THAT PARTY HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGE. THE LIABILITY OF EXCITE FOR DAMAGES OR ALLEGED DAMAGES HEREUNDER, WHETHER IN CONTRACT, TORT OR ANY OTHER LEGAL THEORY, IS LIMITED TO, AND WILL NOT EXCEED, THE AMOUNTS ACTUALLY PAID BY SPONSOR TO EXCITE HEREUNDER.",This Agreement will be governed by and construed in accordance with the laws of the State of New York,"In the event of disputes between the parties arising from or concerning in any manner the subject matter of this Agreement, other than disputes arising from or concerning trademarks, service marks or trade names and/or confidentiality, the parties will first attempt to resolve the dispute(s) through good faith negotiation. In the event that the dispute(s) cannot be resolved through good faith negotiation, the parties will refer the dispute(s) to a mutually acceptable mediator. ... In the event that disputes between the parties arising from or concerning in any manner the subject matter of this Agreement, other than disputes arising from or concerning trademarks, service marks or trade names and/or confidentiality, cannot be resolved through good faith negotiation and mediation, the parties will refer the dispute(s) to the American Arbitration Association for resolution through binding arbitration by a single arbitrator pursuant to the American Arbitration Association's rules applicable to commercial disputes.",2026-05-16 14:55:49
cuad_0463,data\cuad_raw\cuad_0463.txt,success,7566,,,,,,,Either party may terminate this Agreement without penalty,,,0,,,,This Agreement shall automatically renew for successive one-year terms unless one party gives the other party written notice of non-renewal at least six months prior to automatic renewal.,"Either party may terminate this Agreement without penalty and without prejudice to any claims arising prior to termination as follows: (a) Upon the written agreement of both parties. (b) Upon the other party's breach of this Agreement provided the terminating party has given written notice of the breach to the other party specifying the breach, the action necessary to cure the breach and the breaching party has not cured the breach within five business days after notice is given of any failure by NPC to provide any funds required hereunder to be provided by NPC to pay Merchants or within thirty business days after notice is given of any other breach. (c) By NCB immediately upon NPC's voluntary filing of any petition or complaint seeking relief under any federal or state bankruptcy or other debt relief statute or upon an involuntary petition in bankruptcy being filed against NPC if such petition is not dismissed within sixty days after it is filed. (d) By NPC immediately in the event that any agreements between NCB and Visa and/or MasterCard or NCB's membership in either such bankcard association shall be terminated or materially limited which termination or material limitation would impair the ability of NPC to authorize, process or settle merchant bankcard transactions.",,"This Agreement and its interpretation shall be governed by the laws of the United States and, to the extent not inconsistent therewith, by the laws of the Commonwealth of Kentucky without regard to conflicts of laws rules.",,2026-05-16 14:55:54
cuad_0464,data\cuad_raw\cuad_0464.txt,success,6558,,,,,,,,,,0,,,,,"Either party may terminate this Agreement, in the event that the other party materially breaches its obligations or guarantees hereunder and such breach remains uncured for sixty (60) days following written notice to the breaching party of the breach.","IN NO EVENT WILL EITHER PARTY BE LIABLE TO THE OTHER FOR ANY SPECIAL, INCIDENTAL OR CONSEQUENTIAL DAMAGES, WHETHER BASED ON BREACH OF CONTRACT, TORT (INCLUDING NEGLIGENCE) OR OTHERWISE, WHETHER OR NOT THAT PARTY HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGE.","This Agreement will be governed by and construed in accordance with the laws of the State of California, notwithstanding the actual state or country of residence or incorporation of NetGrocer.","In the event of disputes between the parties arising from or concerning in any manner the subject matter of this Agreement, other than disputes arising from or concerning trademarks, service marks or trade names and/or confidentiality, the parties will first attempt to resolve the dispute(s) through good faith negotiation. In the event that the dispute(s) cannot be resolved through good faith negotiation, the parties will refer the dispute(s) to a mutually acceptable mediator for hearing.",2026-05-16 14:56:01
cuad_0465,data\cuad_raw\cuad_0465.txt,success,2074,,,,,,,,,,0,,,,,,,"This Agreement shall be governed by, and construed and enforced in accordance with, the laws of the State of California and the laws of Hong Kong.","In the event of a dispute, the parties shall seek mediation at a third country mutually agreed upon.",2026-05-16 14:56:04
cuad_0466,data\cuad_raw\cuad_0466.txt,success,4635,,,,,,,,,,0,,,,,,,"This Agreement shall be governed by and construed in accordance with the substantive laws of the State of North Carolina. The parties hereto hereby submit to jurisdiction and venue in any state or federal court located in North Carolina as well as any other jurisdiction having venue and competent jurisdiction of any law suit arising out of or relating to this Agreement  provided, however, if any proceedings are instituted in a jurisdiction other than North Carolina, any party may remove such proceeding to any State or Federal Court in North Carolina.","The parties hereto hereby submit to jurisdiction and venue in any state or federal court located in North Carolina as well as any other jurisdiction having venue and competent jurisdiction of any law suit arising out of or relating to this Agreement  provided, however, if any proceedings are instituted in a jurisdiction other than North Carolina, any party may remove such proceeding to any State or Federal Court in North Carolina.",2026-05-16 14:56:07
cuad_0467,data\cuad_raw\cuad_0467.txt,success,7812,,,,,,,,,,0,,,In no event shall the aggregate amount of remediation pursuant to subsections (b) through (e) of this Section for any calendar year exceed the Annual Payment made by Sponsor for such calendar year.,,"If (i) Sponsor fails to pay any amounts within fifteen (15) days of the date such payment is due pursuant to this Agreement, (ii) Sponsor otherwise defaults in the performance or observance of Sponsor s duties and obligations under this Agreement and fails to cure such default within fifteen (15) days after notice thereof by SDBF, or (iii) Sponsor makes an assignment of substantially all of its assets for the benefit of creditors, is adjudicated bankrupt, files a voluntary petition in bankruptcy or a voluntary petition or an answer seeking reorganization, arrangement, readjustment of its debts or for any other relief under Title 11 of the United States Code or any successor or other federal or state insolvency law ( Bankruptcy Law ), has filed against it an involuntary petition in bankruptcy or seeking reorganization, arrangement, readjustment of its debts or for any other relief under any Bankruptcy Law, which petition is not discharged within thirty (30) days, or applies for or permits the appointment of a receiver or trustee for its assets, SDBF may, at its option, with or without notice or demand, (x) terminate the rights of Sponsor under this Agreement, whereupon SDBF shall have no further obligation of any kind to Sponsor, and Sponsor shall have no right to recovery or offset of any amounts previously paid to SDBF under this Agreement, and (y) exercise all other rights and remedies available to SDBF.","The parties agree that neither party shall be liable for, and in no event whatsoever shall damages or other award based on this Agreement or the performance or failure to perform any provision hereof include, any recovery for loss-of-profits, loss-of-business, special, indirect, consequential or punitive damages.",This Agreement shall be interpreted and enforced according to the laws of the State of California without regard to principles of conflict of laws.,"ANY LEGAL ACTION OR PROCEEDING WITH RESPECT TO THIS AGREEMENT OR ANY DOCUMENT RELATED HERETO MAY BE BROUGHT IN THE COURTS OF THE STATE OF CALIFORNIA, COUNTY OF SAN DIEGO OR ANY COURT OF THE UNITED STATES OF AMERICA FOR THE SOUTHERN DISTRICT OF CALIFORNIA, AND, BY EXECUTION AND DELIVERY OF THIS AGREEMENT, EACH PARTY HEREBY ACCEPTS FOR ITSELF AND IN RESPECT OF ITS PROPERTY, GENERALLY AND UNCONDITIONALLY, THE JURISDICTION OF SUCH COURTS. THE PARTIES IRREVOCABLY WAIVE ANY OBJECTION, INCLUDING ANY OBJECTION TO THE LAYING OF VENUE OR BASED ON THE GROUNDS OF FORUM NON CONVENIENS, WHICH ANY OF THEM MAY NOW OR HEREAFTER HAVE TO THE BRINGING OF ANY SUCH ACTION OR PROCEEDING IN SUCH RESPECTIVE JURISDICTIONS. EACH PARTY IRREVOCABLY CONSENTS TO THE SERVICE OF PROCESS OF ANY OF SUCH COURTS IN ANY SUCH ACTION OR PROCEEDING BY THE MAILING OF COPIES THEREOF BY REGISTERED OR CERTIFIED MAIL, POSTAGE PREPAID, TO EACH OF THE OTHER PARTIES AT ITS ADDRESS PROVIDED HEREIN, SUCH SERVICE TO BECOME EFFECTIVE THIRTY (30) DAYS AFTER SUCH MAILING.",2026-05-16 14:56:16
cuad_0468,data\cuad_raw\cuad_0468.txt,success,5837,,,,,,,,,,,,,,,"This Agreement shall terminate and, subject to the provisions set forth below, be of no further force or effect on the exercise by the Sponsor of its right to terminate this Agreement as provided in subsection 6.2...",,"This Agreement is governed by, and will be construed in accordance with, the laws of British Columbia, Canada.",This Agreement will be governed by the law of British Columbia and the parties attorn to the non-exclusive jurisdiction of the courts of British Columbia for the resolution of all disputes arising in connection with this Agreement.,2026-05-16 14:56:19
cuad_0469,data\cuad_raw\cuad_0469.txt,success,3228,,,"If, for any applicable period, the independent auditor determines that MP3.com overstated the Count by more than five percent (5%), than MP3.com shall pay the cost of the Audit and shall refund Tickets the difference between the amount originally paid and the amount which should have been paid, or MP3.com shall credit the appropriate amount of Impressions to Tickets' account.","MP3.com agrees to deliver a guaranteed minimum of 3,000,000 Impressions per month for the term of this Agreement.",,,,"Any late payments under this Agreement will be assessed a service fee of one and one-half percent (1.5%) per month, to the extent allowed by law.",,1,,,,"for a thirty (30) day period, beginning thirty (30) days prior to the first anniversary of this Agreement, Tickets shall have the right to renew the Agreement for another year with Sponsor Fees that do not exceed a [***] percent increase over the existing Sponsor Fees.","This Agreement shall commence on the Effective Date and shall remain in full force and effect until one (1) year subsequent to the Effective Date, provided however, that Tickets may terminate this Agreement for any reason upon thirty (30) days' notice to MP3. com at any time prior to the expiration of sixty (60) days subsequent to the Effective Date.","Except for claims arising under section 6, in no event will either party be liable for any special, indirect, incidental or consequential damages.",This Agreement shall be governed by and construed in accordance with the laws of the State of California without reference to conflict of law principles thereof.,"Any claim arising out of or related to this Agreement must be brought exclusively in the state or federal courts located in San Diego County, California, and each party hereby consent to the jurisdiction thereof.",2026-05-16 14:56:24
cuad_0470,data\cuad_raw\cuad_0470.txt,success,10069,,,"If Excite fails to deliver the indicated number of impressions required during any annual period, Client may suspend (but not eliminate) its payments specified in Section 7 for a maximum of sixty (60) days",during any annual period,,,,,,0,,,,,Either party may terminate this Agreement if the other party materially breaches its obligations hereunder and such breach remains uncured for thirty (30) days following the notice to the breaching party of the breach.,"EXCEPT UNDER SECTIONS 13(a) AND 13(b), THE LIABILITY OF EITHER PARTY FOR DAMAGES OR ALLEGED DAMAGES HEREUNDER, WHETHER IN CONTRACT, TORT OR ANY OTHER LEGAL THEORY, IS LIMITED TO, AND WILL NOT EXCEED, THE AMOUNTS TO BE PAID BY CLIENT TO EXCITE HEREUNDER.","This Agreement will be governed by and construed in accordance with the laws of the State of California, notwithstanding the actual state or country of residence or incorporation of Excite or Client.","In the event that disputes between the parties arising from or concerning in any manner the subject matter of this Agreement, other than disputes arising from or concerning trademarks, service marks or trade names, confidentiality and/or User Data, cannot be resolved through good faith negotiation and mediation, the parties will refer the dispute(s) to the American Arbitration Association for resolution through binding arbitration by a single arbitrator pursuant to the American Arbitration Association's rules applicable to commercial disputes.",2026-05-16 14:56:30
cuad_0471,data\cuad_raw\cuad_0471.txt,success,6363,,,,,,,,"If the Sponsor fails to pay ANTHEMIC within the designated time period, then interest will begin to accrue immediately on the past due amount at the rate of the lesser of the maximum amount allowed by law or 10% annually. If it becomes necessary for ANTHEMIC to retain legal counsel to collect any portion of the fees due under this Agreement, in addition to all such fees, the Sponsor will be liable for payment of all legal fees incurred by ANTHEMIC plus interest at the maximum rate permitted by law on any late payments plus any other costs of collection.",,1,,USD,,,ANTHEMIC may at any time terminate this Agreement if the Sponsor breaches any material term or provision of this Agreement.,"EXCEPT FOR INDEMNIFICATION OBLIGATIONS DUE TO LIABILITIES TO THIRD PARTIES, NOTWITHSTANDING ANY PROVISION CONTAINED IN THIS AGREEMENT TO THE CONTRARY, NO PARTY TO THIS AGREEMENT WILL BE LIABLE TO ANY OTHER PARTY TO THIS AGREEMENT FOR ANY INCIDENTAL, INDIRECT, SPECIAL, CONSEQUENTIAL OR PUNITIVE DAMAGES (INCLUDING DAMAGES FOR LOSS OF USE, POWER, BUSINESS GOOD WILL, REVENUE OR PROFIT, NOR FOR INCREASED EXPENSES, OR BUSINESS INTERRUPTION) ARISING OUT OF OR RELATED TO THE PERFORMANCE OR NON PERFORMANCE OF THIS AGREEMENT UNLESS THE DAMAGES AROSE DUE TO A PARTY S GROSS NEGLIGENCE OR WILLFUL BREACH OF THIS AGREEMENT.",This Agreement is to be governed and construed according to the laws of the State of California without regard to conflicts of law.,"The proper exclusive venue for resolution of any dispute related to this Agreement is only in Los Angeles, California, and both parties consent to jurisdiction and venue in Los Angeles, California.",2026-05-16 14:56:35
cuad_0472,data\cuad_raw\cuad_0472.txt,success,5461,,,,,,,,,,0,,,,,"This Agreement may be terminated upon written notice by either party in the event of a default by the other party in the performance of any term or condition of this Agreement. Any termination allowed by this Agreement will take place only after written notice of default has been given to the defaulting party, providing such party with thirty (30) days in which to cure the default.",,,,2026-05-16 14:56:38
cuad_0473,data\cuad_raw\cuad_0473.txt,success,13273,,,,,,,,,,0,,,,"The term of this Agreement shall be five (5) years following the Effective Date or until the Studies are completed, whichever is later, unless extended or unless terminated earlier in accordance with the provisions hereof.",A Party will have the right to terminate this Agreement if the other Party commits a material breach of the Agreement and fails to cure such breach within thirty (30) days of receiving notice from the non-breaching Party of such breach.,NEITHER PARTY SHALL BE LIABLE FOR ANY INDIRECT OR CONSEQUENTIAL DAMAGES SUFFERED BY THE OTHER PARTY AS A RESULT OF PERFORMANCE OF ANY STUDY UNDER THIS AGREEMENT.,Any disputes or claims arising under this Agreement shall be governed by the laws of the State of Texas.,"In the event of any matter to which the JSC cannot reach resolution, or in the event of any dispute arising as to any matter subject to JSC responsibility and save where Adaptimmune has the deciding vote in accordance with Section 1.6 above, such matter or dispute will be escalated to executive management of MD Anderson and Adaptimmune for good faith resolution.",2026-05-16 14:56:43
cuad_0474,data\cuad_raw\cuad_0474.txt,success,9494,,,,,,,,,,,,,,"Unless terminated prior to the natural expiration of the Initial Term, upon the expiry of the Initial Term this Agreement shall automatically renew for successive terms of the same duration, unless either party gives written notice to the other of such party's desire not to renew not less than ninety (90) days prior to the date of the expiration of the Initial Term or any successive term thereafter.","This Agreement may be terminated upon the occurrence of any of the following events: (a) At the election of either party, in writing, if: (i) all or substantially all of the assets of the non-terminating party are transferred, sold or liquidated; (ii) the non-terminating party is dissolved; (iii) the non-terminating party is adjudged a bankrupt or becomes insolvent; (iv) the non-terminating party enters into an assignment or other arrangement for the benefit of its creditors; or (v) the ownership or operations of the non-terminating party have materially changed; (b) By Aura, in writing in the event that Zanotti fails to meet the minimum purchase requirements as described in Article 3 above, provided, however, that such default has not been remedied by Zanotti within sixty (60) days after receipt of written notice thereof from Aura; (c) By either party, if an event of force majeure continues for more than three (3) months as provided in Article 8 below; (d) By either party hereto upon sixty (60) days prior written notice to the other party hereto; or (e) By the non-defaulting party, (i) upon any default by the other party in the performance of any of its material obligations under this Agreement, if such default has not been remedied within thirty (30) days after receipt of written notice thereof from the non-defaulting party; or (ii) if any representation or warranty of either party herein proves to be incorrect in any material respect.","IN NO EVENT SHALL EITHER PARTY BE LIABLE TO THE OTHER PARTY FOR ANY SPECIAL, CONSEQUENTIAL OR INDIRECT DAMAGES, HOWEVER CAUSED.","This Agreement is deemed made and entered into in the State of California and shall be construed, enforced and performed in accordance with the laws of the State of California, without reference, to choice of law. THE RIGHTS AND OBLIGATIONS OF THE PARTIES IN CONNECTION WITH THIS AGREEMENT AND ANY PURCHASE OF THE PRODUCTS SHALL NOT BE GOVERNED BY THE PROVISIONS OF THE 1980 U.N. CONVENTION ON CONTRACTS FOR THE INTERNATIONAL SALE OF GOODS.","Any and all disputes of whatever nature, arising between the Parties of this Agreement or the underlying business relationship, including termination thereof and statutory claims, and which are not resolved between the parties themselves, shall be submitted to binding and final arbitration to be conducted in English, in Los Angeles, California, before a panel of three arbitrators in accordance with the Commercial Arbitration Rules of the American Arbitration Association for Complex Commercial Cases in effect as of the date of this Agreement. Judgment upon the award of the arbitrators may be entered in any court having jurisdiction thereof. In the event of any proceeding in arbitration between the Parties arising in any manner out of this Agreement or the asserted breach thereof, the prevailing party shall recover court costs or costs of arbitration, as appropriate, and reasonable attorneys' fees.",2026-05-16 14:56:52
cuad_0475,data\cuad_raw\cuad_0475.txt,success,5636,,,,,,,,,,,,,,,"In the event that a party materially breaches any representation or covenant herein, the other party may give written notice of the breach requiring the same to be remedied within 30 days of receipt of such notice. If the breaching party fails to remedy the material breach in such time period, the non-breaching party may terminate this Agreement by delivery of a written termination notice to the breaching party. Any such termination shall not relieve the breaching party from any obligation or liability arising prior to such termination.",,"This Agreement shall be governed by the laws of the State of New York, without giving effect to its principles of conflicts of laws, other than Section 5-1401 of the New York General Obligations Law.","Each Party irrevocably submits to the jurisdiction, including the personal jurisdiction, of (i) any New York State court sitting in New York County, and (ii) any Federal court of the United States sitting in New York County in the State of New York, solely for the purposes of any suit, action or other proceeding between any of the Parties arising out of this Agreement or the Transactions. Each Party agrees to commence any suit, action or proceeding relating hereto only in any Federal court of the United States sitting in New York County in the State of New York or, if such suit, action or other proceeding may not be brought in such court for reasons of subject matter jurisdiction, in any New York State court sitting in New York County. Each Party irrevocably and unconditionally waives any objection to the laying of venue of any suit, action or proceeding between any of the Parties arising out of this Agreement or the Transactions in (i) any New York State court sitting in New York County, and (ii) any Federal court of the United States sitting in New York County in the State of New York, and hereby further irrevocably and unconditionally waives and agrees not to plead or claim in any such court that any such suit, action or proceeding brought in any such court has been brought in an inconvenient forum.",2026-05-16 14:56:58
cuad_0476,data\cuad_raw\cuad_0476.txt,success,4152,,,,,,,,,,0,,,,This Agreement shall be automatically renewed for successive one year periods unless either party gives written notice of termination to the other party at least thirty (30) days prior to the date of expiration.,"Notwithstanding the foregoing, this Agreement shall be earlier terminated (x) by mutual agreement of the parties, or (y) at any time upon sixty (60) days advance written notice to the other party.",,This Agreement shall be governed by and construed in accordance with the laws of the State of Missouri.,,2026-05-16 14:57:02
cuad_0477,data\cuad_raw\cuad_0477.txt,success,9281,,,,,,,,,,,"200,000",USD,,"Unless terminated sooner, the term of this Agreement shall begin on the Effective Date and continue for three (3) years thereafter (the  Initial Term ) and shall automatically renew for additional one (1) year terms on the terms and conditions set forth herein (each a  Renewal Term  and collectively, the  Term ) unless either party gives the other Party Notice of its intention to terminate this Agreement ninety (90) days before the end of the Initial Term or Renewal Term, if any.","Either Party may serve Notice to the other Party to terminate this Agreement immediately in the event any material breach of a material provision of this Agreement by such other Party remains uncured 30 days in the case of a breach of a payment obligation, or 45 days for all other material breaches, after notice of such breach was received by such other Party.","EACH PARTY S LIABILITY FOR DAMAGES HEREUNDER (OTHER THAN IN RESPECT OF ANY CLAIM FOR MONIES DUE) SHALL NOT EXCEED  200,000.","This Agreement shall be governed by and interpreted under the laws of the State of Florida, USA,.","The state and federal courts in the jurisdiction in which Palm City, Florida is located shall have non- exclusive jurisdiction for the purposes of adjudicating any controversy or claim between the parties concerning any breach or alleged breach of this Agreement or performance or nonperformance of any obligation under this Agreement, save that the parties agree that any dispute or claim concerning either clause 8 Confidentiality or clause 5 Intellectual Property may be raised in any appropriate jurisdiction where the breach or alleged breach has occurred.",2026-05-16 14:57:07
cuad_0478,data\cuad_raw\cuad_0478.txt,success,9133,,,,,,,,,,0,,,,,"Section 10.02. Termination.
(a) Termination for Cause. In the event of any material breach of this Agreement by either Nortel or Entrust, the non-breaching Party may terminate this Agreement by giving sixty (60) days' prior written notice to the other Party  provided, however, that this Agreement shall not terminate if the other Party has cured the breach prior to the expiration of such 60-day period, or if such breach can not be cured within such sixty 60-day period, the other Party has initiated actions to cure such breach within such sixty 60-day period, and thereafter cures such breach as soon as reasonably practical.
(b) Termination for Insolvency. Either Party may terminate this Agreement in the event the other Party: (i) admits in writing its inability to pay its debts generally as they become due  (ii) commits an act of bankruptcy, (iii) files a notice of intention to make a proposal under the Bankruptcy and Insolvency Act, commences proceedings under the Companies' Creditors Arrangement Act, or otherwise seeks a reorganization, adjustment or composition under applicable bankruptcy laws or any other similar law or statute of any relevant jurisdiction  (iv) enters into an assignment, arrangement or composition for the benefit of its creditors  or (v) consents to the appointment of a receiver or receiver-manger of itself or of the whole or any substantial part of its property.","Section 11.04. Monetary Limit. For any cause of action arising under this Agreement, Nortel's liability to Entrust, and Entrust's liability to Nortel shall not exceed U.S.$5,000,000. Notwithstanding the foregoing, each of Nortel's and Entrust's liability to the other Party for breach of Article II shall not exceed U.S.$10,000,000.","Section 12.06. Governing Law. This Agreement shall be governed by and be construed in accordance with the laws of the Province of Ontario, Canada.",Section 12.07. Waiver of Jury Trial. THE PARTIES HERETO HEREBY IRREVOCABLY WAIVE ANY AND ALL RIGHT TO TRIAL BY JURY IN ANY LEGAL PROCEEDING ARISING OUT OF OR RELATING TO THIS AGREEMENT OR THE TRANSACTIONS CONTEMPLATED HEREBY OR THEREBY.,2026-05-16 14:57:13
cuad_0479,data\cuad_raw\cuad_0479.txt,success,9801,,,,,,,,,,0,,,,"After the Initial Term, this Agreement shall continue on a month to month basis until terminated by either party upon thirty (30) days prior written notice to the other setting forth the effective date of such termination.","After fifteen (15) days prior written notice to Subcontractor to cure, or additional time as may be reasonably required by EDGE to cure the event of default, EDGE may terminate this Agreement, or any one or more awarded Purchase Orders and take control of the Work for such terminated Purchase Orders, including any or all materials for the Work, and may proceed with the completion of the Work as contemplated by this Agreement by whatever method deemed expedient by EDGE upon the occurrence of any of the following events, which shall be deemed events of a default by Subcontractor hereunder:",,"The construction, interpretation, and performance of this Agreement and all transactions under it shall be governed by the laws of the State of Texas, irrespective of its conflict of law principles.","All claims, disputes and other matters in question arising out of or relating to this subcontract with a breach thereof, except for claims which have been waived by the making or acceptance of final payment, shall be decided by mediation or non-binding arbitration pursuant to the Texas Arbitration Dispute Resolution Act, (Texas Practice and Remedies Code, Chapter 154), and in accordance with the construction industry rules then in effect unless the parties mutually agree otherwise.",2026-05-16 14:57:19
